interview_id,impoundment_code,boat_or_shore,hours_fishing,preferred_species,event_id,sample_date,age_count,angler_gender,angler_age
90706,PESB,1,0.5,Channel Catfish,94377,6/1/2011,1,Male,16-64
90706,PESB,1,0.5,Channel Catfish,94377,6/1/2011,2,Male,<16
90705,PESB,1,3,White Bass,94377,6/1/2011,1,Male,16-64
90704,PESB,1,3,Channel Catfish,94376,6/1/2011,1,Male,16-64
90704,PESB,1,3,Channel Catfish,94376,6/1/2011,1,Male,<16
90703,PESB,1,0.5,Channel Catfish,94376,6/1/2011,1,Male,16-64
90703,PESB,1,0.5,Channel Catfish,94376,6/1/2011,1,Male,<16
90702,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90702,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,<16
90701,PESB,1,2,White Bass,94376,6/1/2011,2,Male,16-64
90700,PESB,1,0.5,White Crappie,94376,6/1/2011,1,Male,16-64
90699,PESB,1,2,White Crappie,94376,6/1/2011,1,Male,65-74
90698,PESB,1,0.5,Wiper - W x S Bass,94376,6/1/2011,1,Male,<16
90698,PESB,1,0.5,Wiper - W x S Bass,94376,6/1/2011,2,Male,16-64
90697,PESB,1,5,White Crappie,94376,6/1/2011,1,Female,16-64
90697,PESB,1,5,White Crappie,94376,6/1/2011,1,Male,16-64
90696,PESB,1,3,Channel Catfish,94376,6/1/2011,1,Female,16-64
90696,PESB,1,3,Channel Catfish,94376,6/1/2011,2,Male,16-64
90695,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Female,16-64
90695,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Female,<16
90695,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90695,PESB,1,1,Channel Catfish,94376,6/1/2011,2,Male,<16
90694,PESB,1,4,White Crappie,94376,6/1/2011,2,Male,16-64
90693,PESB,1,3,Channel Catfish,94376,6/1/2011,1,Male,16-64
90692,PESB,1,1,Wiper - W x S Bass,94376,6/1/2011,1,Female,16-64
90692,PESB,1,1,Wiper - W x S Bass,94376,6/1/2011,1,Male,16-64
90691,PESB,1,3.5,White Crappie,94376,6/1/2011,2,Male,16-64
90690,PESB,1,5,Channel Catfish,94376,6/1/2011,1,Male,16-64
90690,PESB,1,5,Channel Catfish,94376,6/1/2011,1,Male,<16
90689,PESB,1,2,White Crappie,94376,6/1/2011,1,Female,16-64
90689,PESB,1,2,White Crappie,94376,6/1/2011,2,Male,16-64
90688,PESB,1,2,Channel Catfish,94376,6/1/2011,1,Male,16-64
90687,PESB,1,2,Channel Catfish,94376,6/1/2011,2,Male,16-64
90686,PESB,1,2,Flathead Catfish,94376,6/1/2011,1,Male,16-64
90685,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90684,PESB,1,0.5,Flathead Catfish,94376,6/1/2011,1,Female,16-64
90684,PESB,1,0.5,Flathead Catfish,94376,6/1/2011,1,Male,16-64
90684,PESB,1,0.5,Flathead Catfish,94376,6/1/2011,1,Male,<16
90683,PESB,1,2.5,Channel Catfish,94376,6/1/2011,1,Female,16-64
90683,PESB,1,2.5,Channel Catfish,94376,6/1/2011,1,Male,16-64
90682,PESB,1,2,White Crappie,94376,6/1/2011,3,Male,16-64
90681,PESB,1,2,Channel Catfish,94376,6/1/2011,1,Male,65-74
90681,PESB,1,2,Channel Catfish,94376,6/1/2011,2,Male,16-64
90680,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90679,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90678,PESB,1,0.5,White Crappie,94376,6/1/2011,3,Male,16-64
90677,PESB,1,0.5,White Crappie,94376,6/1/2011,1,Male,16-64
90676,PESB,1,5,White Crappie,94376,6/1/2011,1,Female,16-64
90676,PESB,1,5,White Crappie,94376,6/1/2011,2,Male,16-64
90675,PESB,1,1,Channel Catfish,94376,6/1/2011,1,Male,16-64
90674,PESB,1,1,White Crappie,94376,6/1/2011,1,Male,65-74
90673,PESB,1,3,Wiper - W x S Bass,94376,6/1/2011,1,Male,16-64
90673,PESB,1,3,Wiper - W x S Bass,94376,6/1/2011,1,Male,<16
90672,PESB,1,1,White Crappie,94376,6/1/2011,1,Male,16-64
90671,PESB,1,1.5,White Crappie,94376,6/1/2011,1,Female,16-64
90671,PESB,1,1.5,White Crappie,94376,6/1/2011,1,Male,16-64
90670,PESB,1,2,White Bass,94375,6/1/2011,2,Male,16-64
90669,PESB,1,7,White Bass,94375,6/1/2011,4,Male,16-64
90668,PESB,1,0.5,Channel Catfish,94375,6/1/2011,1,Male,16-64
90668,PESB,1,0.5,Channel Catfish,94375,6/1/2011,1,Male,65-74
90667,PESB,1,1,Bigmouth Buffalo,94375,6/1/2011,2,Male,65-74
90666,PESB,1,3,White Crappie,94375,6/1/2011,1,Female,65-74
90666,PESB,1,3,White Crappie,94375,6/1/2011,1,Male,65-74
90665,PESB,1,1,White Crappie,94375,6/1/2011,2,Male,16-64
90664,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90663,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,65-74
90662,PESB,1,1,White Bass,94375,6/1/2011,1,Male,16-64
90661,PESB,1,1,White Crappie,94375,6/1/2011,1,Male,16-64
90660,PESB,1,1.5,White Crappie,94375,6/1/2011,1,Male,65-74
90659,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90658,PESB,1,1,White Crappie,94375,6/1/2011,1,Male,65-74
90657,PESB,1,0.5,Flathead Catfish,94375,6/1/2011,1,Female,16-64
90657,PESB,1,0.5,Flathead Catfish,94375,6/1/2011,2,Male,16-64
90656,PESB,1,3,White Crappie,94375,6/1/2011,1,Male,16-64
90655,PESB,1,1.5,White Crappie,94375,6/1/2011,1,Male,16-64
90654,PESB,1,2,White Crappie,94375,6/1/2011,1,Female,16-64
90654,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90653,PESB,1,4.5,Sauger,94375,6/1/2011,2,Male,16-64
90652,PESB,1,1,White Crappie,94375,6/1/2011,1,Male,16-64
90651,PESB,1,5,White Crappie,94375,6/1/2011,1,Male,16-64
90650,PESB,1,2,White Crappie,94375,6/1/2011,1,Female,16-64
90650,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90649,PESB,1,1,White Crappie,94375,6/1/2011,1,Male,16-64
90648,PESB,1,1.5,White Crappie,94375,6/1/2011,1,Male,16-64
90648,PESB,1,1.5,White Crappie,94375,6/1/2011,2,Male,65-74
90647,PESB,1,2,White Bass,94375,6/1/2011,1,Male,16-64
90646,PESB,1,1,White Bass,94375,6/1/2011,1,Male,16-64
90645,PESB,1,1,Channel Catfish,94375,6/1/2011,2,Male,16-64
90644,PESB,1,1.5,White Crappie,94375,6/1/2011,2,Male,16-64
90643,PESB,1,2,Channel Catfish,94375,6/1/2011,1,Male,16-64
90642,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90641,PESB,1,2.5,White Crappie,94375,6/1/2011,1,Female,16-64
90641,PESB,1,2.5,White Crappie,94375,6/1/2011,1,Male,16-64
90640,PESB,1,2,White Crappie,94375,6/1/2011,1,Male,16-64
90639,PESB,1,1,White Crappie,94375,6/1/2011,1,Male,16-64
90638,PESB,1,3,White Crappie,94375,6/1/2011,1,Male,16-64
90637,PESB,1,3,White Crappie,94375,6/1/2011,2,Male,16-64
90636,PESB,1,0.5,White Crappie,94375,6/1/2011,1,Male,65-74
90635,PESB,1,1.5,White Crappie,94375,6/1/2011,1,Male,65-74
90634,PESB,1,2.5,White Crappie,94375,6/1/2011,2,Male,16-64
90633,PESB,1,2.5,White Crappie,94375,6/1/2011,1,Male,16-64
90632,PESB,1,2.5,Channel Catfish,94375,6/1/2011,1,Male,16-64
90631,PESB,1,1,White Crappie,94375,6/1/2011,1,Female,16-64
90631,PESB,1,1,White Crappie,94375,6/1/2011,3,Male,16-64
90630,PESB,1,0.5,Channel Catfish,94375,6/1/2011,2,Male,16-64
90629,PESB,1,1.5,Channel Catfish,94375,6/1/2011,1,Male,16-64
90628,PESB,1,0.5,White Crappie,94375,6/1/2011,2,Male,16-64
90627,PESB,1,5,Channel Catfish,94374,5/1/2011,1,Male,16-64
90626,PESB,1,3,Flathead Catfish,94374,5/1/2011,1,Male,16-64
90625,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,16-64
90624,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Female,16-64
90624,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Male,16-64
90623,PESB,1,0.5,Flathead Catfish,94374,5/1/2011,1,Male,16-64
90623,PESB,1,0.5,Flathead Catfish,94374,5/1/2011,1,Male,65-74
90622,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Female,16-64
90622,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Male,16-64
90621,PESB,1,1.5,White Crappie,94374,5/1/2011,1,Male,16-64
90620,PESB,1,2,Channel Catfish,94374,5/1/2011,1,Male,16-64
90619,PESB,1,1,Channel Catfish,94374,5/1/2011,1,Female,16-64
90619,PESB,1,1,Channel Catfish,94374,5/1/2011,1,Male,16-64
90618,PESB,1,2,***No Fish***,94374,5/1/2011,1,Female,16-64
90618,PESB,1,2,***No Fish***,94374,5/1/2011,2,Female,<16
90618,PESB,1,2,***No Fish***,94374,5/1/2011,2,Male,16-64
90617,PESB,1,1,Flathead Catfish,94374,5/1/2011,1,Male,16-64
90616,PESB,1,3,White Bass,94374,5/1/2011,1,Male,16-64
90615,PESB,1,6,White Bass,94374,5/1/2011,2,Male,16-64
90614,PESB,1,6,Channel Catfish,94374,5/1/2011,1,Female,16-64
90614,PESB,1,6,Channel Catfish,94374,5/1/2011,1,Male,16-64
90613,PESB,1,0.5,Flathead Catfish,94374,5/1/2011,1,Male,16-64
90613,PESB,1,0.5,Flathead Catfish,94374,5/1/2011,2,Male,<16
90612,PESB,1,6,***No Fish***,94374,5/1/2011,2,Male,16-64
90611,PESB,1,1.5,***No Fish***,94374,5/1/2011,1,Male,16-64
90610,PESB,1,1.5,Channel Catfish,94374,5/1/2011,1,Male,65-74
90609,PESB,1,1,White Crappie,94374,5/1/2011,2,Male,16-64
90608,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Female,16-64
90608,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Male,16-64
90607,PESB,1,1,White Crappie,94374,5/1/2011,2,Male,16-64
90606,PESB,1,0.5,White Crappie,94374,5/1/2011,2,Male,16-64
90605,PESB,1,2.5,White Crappie,94374,5/1/2011,1,Female,<16
90605,PESB,1,2.5,White Crappie,94374,5/1/2011,1,Male,16-64
90604,PESB,1,0.5,Channel Catfish,94374,5/1/2011,2,Female,16-64
90604,PESB,1,0.5,Channel Catfish,94374,5/1/2011,2,Male,16-64
90603,PESB,1,8,White Crappie,94374,5/1/2011,1,Female,16-64
90603,PESB,1,8,White Crappie,94374,5/1/2011,2,Male,16-64
90602,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,16-64
90601,PESB,1,5,Channel Catfish,94374,5/1/2011,3,Male,16-64
90600,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Male,65-74
90599,PESB,1,0.5,Channel Catfish,94374,5/1/2011,2,Male,16-64
90598,PESB,1,1,Channel Catfish,94374,5/1/2011,4,Male,16-64
90597,PESB,1,3,White Crappie,94374,5/1/2011,1,Male,16-64
90596,PESB,1,1,Channel Catfish,94374,5/1/2011,1,Female,16-64
90596,PESB,1,1,Channel Catfish,94374,5/1/2011,1,Male,16-64
90596,PESB,1,1,Channel Catfish,94374,5/1/2011,1,Male,<16
90595,PESB,1,0.5,Channel Catfish,94374,5/1/2011,1,Male,16-64
90594,PESB,1,1.5,White Bass,94374,5/1/2011,2,Male,16-64
90593,PESB,1,1,White Crappie,94374,5/1/2011,1,Female,16-64
90593,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,16-64
90592,PESB,1,1.5,White Crappie,94374,5/1/2011,1,Male,16-64
90591,PESB,1,0.5,White Crappie,94374,5/1/2011,2,Male,16-64
90590,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Female,16-64
90590,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Female,<16
90590,PESB,1,0.5,White Crappie,94374,5/1/2011,1,Male,16-64
90590,PESB,1,0.5,White Crappie,94374,5/1/2011,2,Male,<16
90589,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,16-64
90589,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,65-74
90588,PESB,1,1,Walleye,94374,5/1/2011,2,Male,16-64
90587,PESB,1,1.5,White Crappie,94374,5/1/2011,1,Male,16-64
90586,PESB,1,2,White Crappie,94374,5/1/2011,2,Male,16-64
90585,PESB,1,2,White Crappie,94374,5/1/2011,1,Female,16-64
90585,PESB,1,2,White Crappie,94374,5/1/2011,1,Male,16-64
90584,PESB,1,1,White Crappie,94374,5/1/2011,1,Male,16-64
90583,PESB,1,0.5,White Crappie,94374,5/1/2011,2,Male,16-64
90582,PESB,1,1,Channel Catfish,94373,5/1/2011,1,Male,16-64
90581,PESB,1,1,Channel Catfish,94373,5/1/2011,1,Female,16-64
90581,PESB,1,1,Channel Catfish,94373,5/1/2011,1,Male,16-64
90580,PESB,1,0.5,White Crappie,94373,5/1/2011,1,Male,16-64
90580,PESB,1,0.5,White Crappie,94373,5/1/2011,2,Female,16-64
90580,PESB,1,0.5,White Crappie,94373,5/1/2011,2,Female,<16
90580,PESB,1,0.5,White Crappie,94373,5/1/2011,3,Male,<16
90579,PESB,1,4,Channel Catfish,94373,5/1/2011,1,Male,16-64
90579,PESB,1,4,Channel Catfish,94373,5/1/2011,1,Male,<16
90579,PESB,1,4,Channel Catfish,94373,5/1/2011,2,Female,16-64
90578,PESB,1,4,White Crappie,94373,5/1/2011,2,Male,16-64
90577,PESB,1,0.5,White Bass,94373,5/1/2011,1,Female,16-64
90577,PESB,1,0.5,White Bass,94373,5/1/2011,1,Female,<16
90577,PESB,1,0.5,White Bass,94373,5/1/2011,2,Male,16-64
90576,PESB,1,2,Channel Catfish,94373,5/1/2011,1,Female,16-64
90576,PESB,1,2,Channel Catfish,94373,5/1/2011,1,Male,16-64
90575,PESB,1,2.5,Walleye,94373,5/1/2011,1,Male,16-64
90574,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,16-64
90574,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,65-74
90573,PESB,1,1,Channel Catfish,94373,5/1/2011,2,Male,16-64
90572,PESB,1,2,White Crappie,94373,5/1/2011,1,Female,16-64
90572,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,16-64
90571,PESB,1,6,White Crappie,94373,5/1/2011,1,Male,16-64
90571,PESB,1,6,White Crappie,94373,5/1/2011,1,Male,65-74
90570,PESB,1,4,White Crappie,94373,5/1/2011,1,Male,65-74
90570,PESB,1,4,White Crappie,94373,5/1/2011,2,Male,16-64
90569,PESB,1,0.5,White Bass,94373,5/1/2011,2,Male,16-64
90568,PESB,1,1,Channel Catfish,94373,5/1/2011,1,Male,65-74
90567,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,16-64
90567,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,<16
90566,PESB,1,3.5,***No Fish***,94373,5/1/2011,1,Female,65-74
90566,PESB,1,3.5,***No Fish***,94373,5/1/2011,2,Male,16-64
90565,PESB,1,1,White Crappie,94373,5/1/2011,1,Female,16-64
90565,PESB,1,1,White Crappie,94373,5/1/2011,2,Male,16-64
90564,PESB,1,4,White Crappie,94373,5/1/2011,1,Female,<16
90564,PESB,1,4,White Crappie,94373,5/1/2011,1,Male,16-64
90564,PESB,1,4,White Crappie,94373,5/1/2011,1,Male,<16
90563,PESB,1,4,White Crappie,94373,5/1/2011,1,Male,16-64
90562,PESB,1,0.5,White Crappie,94373,5/1/2011,1,Female,<16
90562,PESB,1,0.5,White Crappie,94373,5/1/2011,1,Male,16-64
90562,PESB,1,0.5,White Crappie,94373,5/1/2011,1,Male,<16
90561,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,16-64
90561,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,<16
90560,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,16-64
90560,PESB,1,2,White Crappie,94373,5/1/2011,1,Male,<16
90559,PESB,1,3,White Crappie,94373,5/1/2011,2,Male,16-64
90558,PESB,1,2,Channel Catfish,94373,5/1/2011,2,Male,16-64
90557,PESB,1,1,Wiper - W x S Bass,94373,5/1/2011,1,Male,16-64
90556,PESB,1,2,White Bass,94372,5/1/2011,1,Male,16-64
90555,PESB,1,0.5,White Crappie,94372,5/1/2011,2,Male,16-64
90554,PESB,1,1.5,White Crappie,94372,5/1/2011,1,Male,16-64
90553,PESB,1,2,White Crappie,94372,5/1/2011,2,Male,16-64
90552,PESB,1,0.5,White Bass,94372,5/1/2011,1,Male,16-64
90551,PESB,1,0.5,White Bass,94372,5/1/2011,1,Male,16-64
90550,PESB,1,0.5,White Crappie,94372,5/1/2011,2,Male,16-64
90549,PESB,1,1,White Crappie,94372,5/1/2011,1,Male,16-64
90548,PESB,1,0.5,White Crappie,94372,5/1/2011,1,Male,65-74
90547,PESB,1,2,White Crappie,94372,5/1/2011,1,Male,16-64
90546,PESB,1,4,White Crappie,94372,5/1/2011,1,Male,16-64
90545,PESB,1,1,White Crappie,94372,5/1/2011,1,Male,16-64
90544,PESB,1,1,White Crappie,94372,5/1/2011,1,Male,16-64
90543,PESB,1,0.5,White Crappie,94372,5/1/2011,1,Male,16-64
90542,PESB,1,2.5,Channel Catfish,94372,5/1/2011,1,Male,16-64
90541,PESB,1,1,White Crappie,94371,4/1/2011,1,Male,16-64
90540,PESB,1,0.5,White Crappie,94371,4/1/2011,1,Male,16-64
90539,PESB,1,1.5,White Crappie,94371,4/1/2011,1,Female,16-64
90539,PESB,1,1.5,White Crappie,94371,4/1/2011,2,Male,16-64
90538,PESB,1,1,White Crappie,94371,4/1/2011,2,Male,16-64
90537,PESB,1,1,White Crappie,94371,4/1/2011,1,Male,16-64
90536,PESB,1,1,White Crappie,94371,4/1/2011,1,Female,16-64
90536,PESB,1,1,White Crappie,94371,4/1/2011,2,Male,16-64
90535,PESB,1,1,Sauger,94371,4/1/2011,3,Male,16-64
90534,PESB,1,2,White Crappie,94371,4/1/2011,1,Male,16-64
90533,PESB,1,2,White Crappie,94371,4/1/2011,1,Male,16-64
90533,PESB,1,2,White Crappie,94371,4/1/2011,2,Male,<16
90532,PESB,1,9,White Crappie,94371,4/1/2011,2,Male,16-64
90532,PESB,1,9,White Crappie,94371,4/1/2011,4,Male,<16
90531,PESB,1,1,Walleye,94371,4/1/2011,1,Male,16-64
90530,PESB,1,2,***No Fish***,94371,4/1/2011,1,Male,<16
90530,PESB,1,2,***No Fish***,94371,4/1/2011,2,Male,16-64
90529,PESB,1,2,White Crappie,94371,4/1/2011,5,Male,16-64
90528,PESB,1,0.5,***No Fish***,94371,4/1/2011,1,Female,16-64
90528,PESB,1,0.5,***No Fish***,94371,4/1/2011,1,Female,<16
90528,PESB,1,0.5,***No Fish***,94371,4/1/2011,1,Male,16-64
90527,PESB,1,1,White Crappie,94371,4/1/2011,1,Female,<16
90527,PESB,1,1,White Crappie,94371,4/1/2011,2,Male,16-64
90526,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Female,16-64
90526,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Male,16-64
90525,PESB,1,1,White Crappie,94370,4/1/2011,1,Female,16-64
90525,PESB,1,1,White Crappie,94370,4/1/2011,1,Male,16-64
90524,PESB,1,1,White Crappie,94370,4/1/2011,1,Male,16-64
90523,PESB,1,1.5,Walleye,94370,4/1/2011,1,Male,65-74
90522,PESB,1,2,Blue Catfish,94370,4/1/2011,1,Male,16-64
90521,PESB,1,3,White Crappie,94370,4/1/2011,1,Male,16-64
90520,PESB,1,1.5,White Crappie,94370,4/1/2011,1,Male,16-64
90519,PESB,1,1.5,White Crappie,94370,4/1/2011,1,Male,65-74
90518,PESB,1,2,White Crappie,94370,4/1/2011,1,Male,65-74
90517,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Male,16-64
90516,PESB,1,2,Channel Catfish,94370,4/1/2011,1,Male,16-64
90515,PESB,1,1,White Crappie,94370,4/1/2011,1,Female,16-64
90515,PESB,1,1,White Crappie,94370,4/1/2011,1,Female,<16
90515,PESB,1,1,White Crappie,94370,4/1/2011,1,Male,<16
90515,PESB,1,1,White Crappie,94370,4/1/2011,2,Male,16-64
90514,PESB,1,5,White Crappie,94370,4/1/2011,1,Female,16-64
90514,PESB,1,5,White Crappie,94370,4/1/2011,1,Male,16-64
90513,PESB,1,2,White Crappie,94370,4/1/2011,1,Male,16-64
90513,PESB,1,2,White Crappie,94370,4/1/2011,2,Male,<16
90512,PESB,1,3,White Crappie,94370,4/1/2011,2,Male,16-64
90511,PESB,1,5,White Crappie,94370,4/1/2011,1,Male,16-64
90510,PESB,1,3.5,White Crappie,94370,4/1/2011,1,Male,65-74
90509,PESB,1,1,White Crappie,94370,4/1/2011,1,Male,65-74
90508,PESB,1,2,White Crappie,94370,4/1/2011,1,Female,16-64
90508,PESB,1,2,White Crappie,94370,4/1/2011,1,Male,16-64
90508,PESB,1,2,White Crappie,94370,4/1/2011,3,Male,<16
90507,PESB,1,1,White Crappie,94370,4/1/2011,2,Male,16-64
90506,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Female,16-64
90506,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Female,<16
90506,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Male,16-64
90505,PESB,1,0.5,Channel Catfish,94370,4/1/2011,3,Male,16-64
90504,PESB,1,0.5,Channel Catfish,94370,4/1/2011,1,Female,16-64
90504,PESB,1,0.5,Channel Catfish,94370,4/1/2011,1,Male,16-64
90504,PESB,1,0.5,Channel Catfish,94370,4/1/2011,2,Male,<16
90503,PESB,1,1,White Crappie,94370,4/1/2011,1,Male,16-64
90502,PESB,1,2,Channel Catfish,94370,4/1/2011,1,Male,16-64
90501,PESB,1,0.5,Saugeye,94370,4/1/2011,1,Male,16-64
90500,PESB,1,4,White Crappie,94370,4/1/2011,1,Female,16-64
90500,PESB,1,4,White Crappie,94370,4/1/2011,3,Male,16-64
90499,PESB,1,1,Channel Catfish,94370,4/1/2011,1,Male,16-64
90498,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Male,16-64
90498,PESB,1,0.5,White Crappie,94370,4/1/2011,1,Male,<16
90497,PESB,1,1,White Crappie,94369,4/1/2011,1,Male,16-64
90496,PESB,1,1,White Crappie,94369,4/1/2011,2,Male,16-64
90495,PESB,1,1.5,White Crappie,94369,4/1/2011,1,Male,65-74
90494,PESB,1,1,White Crappie,94369,4/1/2011,1,Male,16-64
90494,PESB,1,1,White Crappie,94369,4/1/2011,1,Male,<16
90493,PESB,1,0.5,Blue Catfish,94369,4/1/2011,1,Male,16-64
90492,PESB,1,0.5,Channel Catfish,94369,4/1/2011,1,Female,16-64
90492,PESB,1,0.5,Channel Catfish,94369,4/1/2011,2,Male,16-64
90491,PESB,1,1,White Crappie,94369,4/1/2011,1,Male,16-64
90490,PESB,1,0.5,White Crappie,94369,4/1/2011,1,Male,16-64
90489,PESB,1,1,White Crappie,94369,4/1/2011,1,Female,<16
90489,PESB,1,1,White Crappie,94369,4/1/2011,3,Male,16-64
90488,PESB,1,2,Channel Catfish,94369,4/1/2011,2,Male,16-64
90487,PESB,1,2,***No Fish***,94369,4/1/2011,1,Male,65-74
90486,PESB,1,0.5,White Crappie,94369,4/1/2011,2,Male,16-64
90485,PESB,1,2,White Crappie,94369,4/1/2011,1,Male,16-64
90484,PESB,1,0.5,Saugeye,94369,4/1/2011,1,Male,16-64
90483,PESB,1,2,White Crappie,94369,4/1/2011,1,Male,16-64
90482,PESB,1,1,White Crappie,94369,4/1/2011,1,Male,16-64
90481,PESB,1,0.5,Channel Catfish,94369,4/1/2011,3,Male,<16
90481,PESB,1,0.5,Channel Catfish,94369,4/1/2011,4,Male,16-64
90480,PESB,1,0.5,White Bass,94369,4/1/2011,1,Male,16-64
90479,PESB,1,2.5,Walleye,94369,4/1/2011,1,Male,16-64
90478,PESB,1,1,White Crappie,94368,3/1/2011,4,Male,16-64
90477,PESB,1,2,White Crappie,94368,3/1/2011,1,Male,16-64
90476,PESB,1,1,White Crappie,94368,3/1/2011,1,Male,16-64
90475,PESB,1,1.5,Saugeye,94368,3/1/2011,1,Male,16-64
90474,PESB,1,1,***No Fish***,94368,3/1/2011,2,Male,16-64
90473,PESB,1,0.5,White Crappie,94368,3/1/2011,1,Male,16-64
90473,PESB,1,0.5,White Crappie,94368,3/1/2011,2,Male,<16
90472,PESB,1,2,Channel Catfish,94368,3/1/2011,4,Male,16-64
90472,PESB,1,2,Channel Catfish,94368,3/1/2011,4,Male,<16
90471,PESB,1,1,Saugeye,94368,3/1/2011,1,Female,16-64
90471,PESB,1,1,Saugeye,94368,3/1/2011,1,Male,16-64
90470,PESB,1,1,White Crappie,94368,3/1/2011,2,Male,16-64
90469,PESB,1,0.5,***No Fish***,94368,3/1/2011,1,Male,16-64
90468,PESB,1,3,White Crappie,94368,3/1/2011,1,Male,16-64
90467,PESB,1,1,White Crappie,94368,3/1/2011,2,Male,16-64
90466,PESB,1,1,Saugeye,94368,3/1/2011,2,Male,16-64
90465,PESB,1,0.5,White Crappie,94368,3/1/2011,2,Male,16-64
90464,PESB,1,1.5,***No Fish***,94368,3/1/2011,2,Male,16-64
90463,PESB,1,1.5,White Crappie,94368,3/1/2011,1,Male,16-64
90463,PESB,1,1.5,White Crappie,94368,3/1/2011,1,Male,65-74
90462,PESB,1,2,Walleye,94368,3/1/2011,1,Male,16-64
90461,PESB,1,2,Channel Catfish,94367,3/1/2011,1,Male,16-64
90461,PESB,1,2,Channel Catfish,94367,3/1/2011,1,Male,65-74
90460,PESB,1,2.5,Saugeye,94367,3/1/2011,1,Male,16-64
90459,PESB,1,1.5,Channel Catfish,94367,3/1/2011,2,Male,16-64
90458,PESB,1,0.5,Saugeye,94367,3/1/2011,1,Male,16-64
90457,PESB,1,1,Saugeye,94367,3/1/2011,1,Male,16-64
90456,PESB,1,3,White Crappie,94367,3/1/2011,2,Male,16-64
90455,PESB,1,1,Saugeye,94367,3/1/2011,2,Male,16-64
90454,PESB,1,1,Walleye,94367,3/1/2011,1,Male,65-74
90453,PESB,1,1,White Crappie,94367,3/1/2011,4,Male,16-64
90452,PESB,1,2,Channel Catfish,94367,3/1/2011,2,Male,16-64
90451,PESB,1,1.5,Sauger,94367,3/1/2011,1,Male,16-64
90450,PESB,1,1.5,White Crappie,94367,3/1/2011,1,Male,65-74
90449,PESB,1,4,White Crappie,94367,3/1/2011,1,Male,16-64
90449,PESB,1,4,White Crappie,94367,3/1/2011,1,Male,65-74
90448,PESB,1,2,White Crappie,94366,3/1/2011,2,Male,16-64
90447,PESB,1,0.25,Saugeye,94366,3/1/2011,1,Female,65-74
90447,PESB,1,0.25,Saugeye,94366,3/1/2011,1,Male,65-74
90446,PESB,1,0.5,Saugeye,94366,3/1/2011,2,Male,16-64
90445,PESB,1,0.5,White Crappie,94366,3/1/2011,1,Male,<16
90445,PESB,1,0.5,White Crappie,94366,3/1/2011,2,Male,16-64
90444,PESB,1,1,White Crappie,94366,3/1/2011,1,Male,16-64
90443,PESB,1,3,***No Fish***,94366,3/1/2011,1,Male,16-64
90442,PESB,1,1,Saugeye,94366,3/1/2011,1,Male,16-64
90442,PESB,1,1,Saugeye,94366,3/1/2011,1,Male,<16
90441,PESB,1,0.5,White Crappie,94366,3/1/2011,1,Male,65-74
90440,PESB,1,0.5,White Crappie,94366,3/1/2011,1,Male,16-64
90439,PESB,1,3,White Crappie,94366,3/1/2011,1,Male,65-74
