agency,site,date,year,impd,cfs,id
USGS,06915000,1999-06-20,1999,HISB,98,HISB1999
USGS,06915000,1999-06-21,1999,HISB,98,HISB1999
USGS,06915000,1999-06-22,1999,HISB,98,HISB1999
USGS,06915000,1999-06-23,1999,HISB,98,HISB1999
USGS,06915000,1999-06-24,1999,HISB,98,HISB1999
USGS,06915000,1999-06-25,1999,HISB,98,HISB1999
USGS,06915000,1999-06-26,1999,HISB,98,HISB1999
USGS,06915000,1999-06-27,1999,HISB,99,HISB1999
USGS,06915000,1999-06-28,1999,HISB,114,HISB1999
USGS,06915000,1999-06-29,1999,HISB,6.4,HISB1999
USGS,06915000,1999-06-30,1999,HISB,3.9,HISB1999
USGS,06915000,1999-07-01,1999,HISB,122,HISB1999
USGS,06915000,1999-07-02,1999,HISB,390,HISB1999
USGS,06915000,1999-07-03,1999,HISB,499,HISB1999
USGS,06915000,1999-07-04,1999,HISB,498,HISB1999
USGS,06915000,1999-07-05,1999,HISB,497,HISB1999
USGS,06915000,1999-07-06,1999,HISB,493,HISB1999
USGS,06915000,1999-07-07,1999,HISB,493,HISB1999
USGS,06915000,1999-07-08,1999,HISB,490,HISB1999
USGS,06915000,1999-07-09,1999,HISB,491,HISB1999
USGS,06915000,1999-07-10,1999,HISB,491,HISB1999
USGS,06915000,1999-07-11,1999,HISB,488,HISB1999
USGS,06915000,1999-07-12,1999,HISB,487,HISB1999
USGS,06915000,1999-07-13,1999,HISB,488,HISB1999
USGS,06915000,1999-07-14,1999,HISB,485,HISB1999
USGS,06915000,1999-07-15,1999,HISB,287,HISB1999
USGS,06915000,1999-07-16,1999,HISB,90,HISB1999
USGS,06915000,1999-07-17,1999,HISB,91,HISB1999
USGS,06915000,1999-07-18,1999,HISB,92,HISB1999
USGS,06915000,1999-07-19,1999,HISB,92,HISB1999
USGS,06915000,1999-07-20,1999,HISB,92,HISB1999
USGS,06915000,1999-07-21,1999,HISB,92,HISB1999
USGS,06915000,1999-07-22,1999,HISB,92,HISB1999
USGS,06915000,1999-07-23,1999,HISB,74,HISB1999
USGS,06915000,1999-07-24,1999,HISB,19,HISB1999
USGS,06915000,1999-07-25,1999,HISB,19,HISB1999
USGS,06915000,1999-07-26,1999,HISB,45,HISB1999
USGS,06915000,1999-07-27,1999,HISB,94,HISB1999
USGS,06915000,1999-07-28,1999,HISB,94,HISB1999
USGS,06915000,1999-07-29,1999,HISB,94,HISB1999
USGS,06915000,1999-07-30,1999,HISB,94,HISB1999
USGS,06915000,1999-07-31,1999,HISB,94,HISB1999
USGS,06915000,1999-08-01,1999,HISB,94,HISB1999
USGS,06915000,1999-08-02,1999,HISB,94,HISB1999
USGS,06915000,1999-08-03,1999,HISB,94,HISB1999
USGS,06915000,1999-08-04,1999,HISB,94,HISB1999
USGS,06915000,1999-08-05,1999,HISB,65,HISB1999
USGS,06915000,1999-08-06,1999,HISB,19,HISB1999
USGS,06915000,1999-08-07,1999,HISB,21,HISB1999
USGS,06915000,1999-08-08,1999,HISB,20,HISB1999
USGS,06915000,1999-08-09,1999,HISB,19,HISB1999
USGS,06915000,1999-08-10,1999,HISB,19,HISB1999
USGS,06915000,1999-08-11,1999,HISB,19,HISB1999
USGS,06915000,1999-08-12,1999,HISB,19,HISB1999
USGS,06915000,1999-08-13,1999,HISB,19,HISB1999
USGS,06915000,1999-08-14,1999,HISB,19,HISB1999
USGS,06915000,1999-08-15,1999,HISB,19,HISB1999
USGS,06915000,1999-08-16,1999,HISB,19,HISB1999
USGS,06915000,1999-08-17,1999,HISB,19,HISB1999
USGS,06915000,1999-08-18,1999,HISB,19,HISB1999
USGS,06915000,1999-08-19,1999,HISB,19,HISB1999
USGS,06915000,1999-08-20,1999,HISB,19,HISB1999
USGS,06915000,1999-08-21,1999,HISB,19,HISB1999
USGS,06915000,1999-08-22,1999,HISB,19,HISB1999
USGS,06915000,1999-08-23,1999,HISB,20,HISB1999
USGS,06915000,1999-08-24,1999,HISB,19,HISB1999
USGS,06915000,1999-08-25,1999,HISB,19,HISB1999
USGS,06915000,1999-08-26,1999,HISB,20,HISB1999
USGS,06915000,1999-08-27,1999,HISB,19,HISB1999
USGS,06915000,1999-08-28,1999,HISB,19,HISB1999
USGS,06915000,1999-08-29,1999,HISB,19,HISB1999
USGS,06915000,1999-08-30,1999,HISB,19,HISB1999
USGS,06915000,1999-08-31,1999,HISB,19,HISB1999
USGS,06915000,1999-09-01,1999,HISB,19,HISB1999
USGS,06915000,1999-09-02,1999,HISB,19,HISB1999
USGS,06915000,1999-09-03,1999,HISB,19,HISB1999
USGS,06915000,1999-09-04,1999,HISB,21,HISB1999
USGS,06915000,1999-09-05,1999,HISB,42,HISB1999
USGS,06915000,1999-09-06,1999,HISB,19,HISB1999
USGS,06915000,1999-09-07,1999,HISB,25,HISB1999
USGS,06915000,1999-09-08,1999,HISB,23,HISB1999
USGS,06915000,1999-09-09,1999,HISB,19,HISB1999
USGS,06915000,1999-09-10,1999,HISB,19,HISB1999
USGS,06915000,1999-09-11,1999,HISB,19,HISB1999
USGS,06915000,1999-09-12,1999,HISB,20,HISB1999
USGS,06915000,1999-09-13,1999,HISB,19,HISB1999
USGS,06915000,1999-09-14,1999,HISB,19,HISB1999
USGS,06915000,1999-09-15,1999,HISB,19,HISB1999
USGS,06915000,1999-09-16,1999,HISB,19,HISB1999
USGS,06915000,1999-09-17,1999,HISB,19,HISB1999
USGS,06915000,1999-09-18,1999,HISB,19,HISB1999
USGS,06915000,1999-09-19,1999,HISB,19,HISB1999
USGS,06915000,1999-09-20,1999,HISB,19,HISB1999
USGS,06915000,1999-09-21,1999,HISB,19,HISB1999
USGS,06915000,1999-09-22,1999,HISB,19,HISB1999
USGS,06915000,1999-09-23,1999,HISB,19,HISB1999
USGS,06915000,1999-09-24,1999,HISB,19,HISB1999
USGS,06915000,1999-09-25,1999,HISB,19,HISB1999
USGS,06915000,1999-09-26,1999,HISB,19,HISB1999
USGS,06915000,1999-09-27,1999,HISB,35,HISB1999
USGS,06915000,1999-09-28,1999,HISB,60,HISB1999
USGS,06915000,1999-09-29,1999,HISB,12,HISB1999
USGS,06915000,1999-09-30,1999,HISB,11,HISB1999
USGS,06915000,1999-10-01,1999,HISB,9.2,HISB1999
USGS,06915000,1999-10-02,1999,HISB,11,HISB1999
USGS,06915000,1999-10-03,1999,HISB,9.6,HISB1999
USGS,06915000,1999-10-04,1999,HISB,8,HISB1999
USGS,06915000,1999-10-05,1999,HISB,7.5,HISB1999
USGS,06915000,1999-10-06,1999,HISB,7.4,HISB1999
USGS,06915000,1999-10-07,1999,HISB,7.6,HISB1999
USGS,06915000,1999-10-08,1999,HISB,7.7,HISB1999
USGS,06915000,1999-10-09,1999,HISB,7.9,HISB1999
USGS,06915000,1999-10-10,1999,HISB,8,HISB1999
USGS,06915000,1999-10-11,1999,HISB,8.3,HISB1999
USGS,06915000,1999-10-12,1999,HISB,8.7,HISB1999
USGS,06915000,1999-10-13,1999,HISB,9,HISB1999
USGS,06915000,1999-10-14,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-15,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-16,1999,HISB,9.5,HISB1999
USGS,06915000,1999-10-17,1999,HISB,9.5,HISB1999
USGS,06915000,1999-10-18,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-19,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-20,1999,HISB,9.7,HISB1999
USGS,06915000,1999-10-21,1999,HISB,9.6,HISB1999
USGS,06915000,1999-10-22,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-23,1999,HISB,9.4,HISB1999
USGS,06915000,1999-10-24,1999,HISB,9.6,HISB1999
USGS,06915000,1999-10-25,1999,HISB,9.8,HISB1999
USGS,06915000,1999-10-26,1999,HISB,9.8,HISB1999
USGS,06915000,1999-10-27,1999,HISB,9.8,HISB1999
USGS,06915000,1999-10-28,1999,HISB,10,HISB1999
USGS,06915000,1999-10-29,1999,HISB,10,HISB1999
USGS,06915000,1999-10-30,1999,HISB,11,HISB1999
USGS,06915000,1999-10-31,1999,HISB,11,HISB1999
USGS,06915000,2002-03-01,2002,HISB,244,HISB2002
USGS,06915000,2002-03-02,2002,HISB,241,HISB2002
USGS,06915000,2002-03-03,2002,HISB,241,HISB2002
USGS,06915000,2002-03-04,2002,HISB,146,HISB2002
USGS,06915000,2002-03-05,2002,HISB,62,HISB2002
USGS,06915000,2002-03-06,2002,HISB,33,HISB2002
USGS,06915000,2002-03-07,2002,HISB,9.2,HISB2002
USGS,06915000,2002-03-08,2002,HISB,9.4,HISB2002
USGS,06915000,2002-03-09,2002,HISB,10,HISB2002
USGS,06915000,2002-03-10,2002,HISB,9.7,HISB2002
USGS,06915000,2002-03-11,2002,HISB,9.4,HISB2002
USGS,06915000,2002-03-12,2002,HISB,9.6,HISB2002
USGS,06915000,2002-03-13,2002,HISB,9.5,HISB2002
USGS,06915000,2002-03-14,2002,HISB,9.4,HISB2002
USGS,06915000,2002-03-15,2002,HISB,9.7,HISB2002
USGS,06915000,2002-03-16,2002,HISB,9.6,HISB2002
USGS,06915000,2002-03-17,2002,HISB,9.5,HISB2002
USGS,06915000,2002-03-18,2002,HISB,9.5,HISB2002
USGS,06915000,2002-03-19,2002,HISB,9.4,HISB2002
USGS,06915000,2002-03-20,2002,HISB,9.6,HISB2002
USGS,06915000,2002-03-21,2002,HISB,9,HISB2002
USGS,06915000,2002-03-22,2002,HISB,8.8,HISB2002
USGS,06915000,2002-03-23,2002,HISB,8.7,HISB2002
USGS,06915000,2002-03-24,2002,HISB,8.8,HISB2002
USGS,06915000,2002-03-25,2002,HISB,9,HISB2002
USGS,06915000,2002-03-26,2002,HISB,8.8,HISB2002
USGS,06915000,2002-03-27,2002,HISB,8.7,HISB2002
USGS,06915000,2002-03-28,2002,HISB,8.9,HISB2002
USGS,06915000,2002-03-29,2002,HISB,9,HISB2002
USGS,06915000,2002-03-30,2002,HISB,9.2,HISB2002
USGS,06915000,2002-03-31,2002,HISB,9.2,HISB2002
USGS,06915000,2002-04-01,2002,HISB,9.3,HISB2002
USGS,06915000,2002-04-02,2002,HISB,9.3,HISB2002
USGS,06915000,2002-04-03,2002,HISB,9.2,HISB2002
USGS,06915000,2002-04-04,2002,HISB,9.2,HISB2002
USGS,06915000,2002-04-05,2002,HISB,8.9,HISB2002
USGS,06915000,2002-04-06,2002,HISB,8.9,HISB2002
USGS,06915000,2002-04-07,2002,HISB,8.7,HISB2002
USGS,06915000,2002-04-08,2002,HISB,9.5,HISB2002
USGS,06915000,2002-04-09,2002,HISB,9.5,HISB2002
USGS,06915000,2002-04-10,2002,HISB,8.8,HISB2002
USGS,06915000,2002-04-11,2002,HISB,8.8,HISB2002
USGS,06915000,2002-04-12,2002,HISB,12,HISB2002
USGS,06915000,2002-04-13,2002,HISB,9.4,HISB2002
USGS,06915000,2002-04-14,2002,HISB,9.2,HISB2002
USGS,06915000,2002-04-15,2002,HISB,9.3,HISB2002
USGS,06915000,2002-04-16,2002,HISB,9.4,HISB2002
USGS,06915000,2002-04-17,2002,HISB,8.8,HISB2002
USGS,06915000,2002-04-18,2002,HISB,8.9,HISB2002
USGS,06915000,2002-04-19,2002,HISB,9.3,HISB2002
USGS,06915000,2002-04-20,2002,HISB,11,HISB2002
USGS,06915000,2002-04-21,2002,HISB,26,HISB2002
USGS,06915000,2002-04-22,2002,HISB,9.8,HISB2002
USGS,06915000,2002-04-23,2002,HISB,8.8,HISB2002
USGS,06915000,2002-04-24,2002,HISB,8.4,HISB2002
USGS,06915000,2002-04-25,2002,HISB,7.8,HISB2002
USGS,06915000,2002-04-26,2002,HISB,8.3,HISB2002
USGS,06915000,2002-04-27,2002,HISB,70,HISB2002
USGS,06915000,2002-04-28,2002,HISB,15,HISB2002
USGS,06915000,2002-04-29,2002,HISB,12,HISB2002
USGS,06915000,2002-04-30,2002,HISB,11,HISB2002
USGS,06915000,2002-05-01,2002,HISB,11,HISB2002
USGS,06915000,2002-05-02,2002,HISB,11,HISB2002
USGS,06915000,2002-05-03,2002,HISB,11,HISB2002
USGS,06915000,2002-05-04,2002,HISB,11,HISB2002
USGS,06915000,2002-05-05,2002,HISB,11,HISB2002
USGS,06915000,2002-05-06,2002,HISB,11,HISB2002
USGS,06915000,2002-05-07,2002,HISB,35,HISB2002
USGS,06915000,2002-05-08,2002,HISB,64,HISB2002
USGS,06915000,2002-05-09,2002,HISB,70,HISB2002
USGS,06915000,2002-05-10,2002,HISB,30,HISB2002
USGS,06915000,2002-05-11,2002,HISB,55,HISB2002
USGS,06915000,2002-05-12,2002,HISB,70,HISB2002
USGS,06915000,2002-05-13,2002,HISB,46,HISB2002
USGS,06915000,2002-05-14,2002,HISB,43,HISB2002
USGS,06915000,2002-05-15,2002,HISB,43,HISB2002
USGS,06915000,2002-05-16,2002,HISB,46,HISB2002
USGS,06915000,2002-05-17,2002,HISB,46,HISB2002
USGS,06915000,2002-05-18,2002,HISB,45,HISB2002
USGS,06915000,2002-05-19,2002,HISB,44,HISB2002
USGS,06915000,2002-05-20,2002,HISB,44,HISB2002
USGS,06915000,2002-05-21,2002,HISB,44,HISB2002
USGS,06915000,2002-05-22,2002,HISB,44,HISB2002
USGS,06915000,2002-05-23,2002,HISB,45,HISB2002
USGS,06915000,2002-05-24,2002,HISB,46,HISB2002
USGS,06915000,2002-05-25,2002,HISB,70,HISB2002
USGS,06915000,2002-05-26,2002,HISB,201,HISB2002
USGS,06915000,2002-05-27,2002,HISB,575,HISB2002
USGS,06915000,2002-05-28,2002,HISB,269,HISB2002
USGS,06915000,2002-05-29,2002,HISB,49,HISB2002
USGS,06915000,2002-05-30,2002,HISB,49,HISB2002
USGS,06915000,2002-05-31,2002,HISB,64,HISB2002
USGS,06915000,2002-06-01,2002,HISB,83,HISB2002
USGS,06915000,2002-06-02,2002,HISB,83,HISB2002
USGS,06915000,2002-06-03,2002,HISB,526,HISB2002
USGS,06915000,2002-06-04,2002,HISB,967,HISB2002
USGS,06915000,2002-06-05,2002,HISB,688,HISB2002
USGS,06915000,2002-06-06,2002,HISB,1130,HISB2002
USGS,06915000,2002-06-07,2002,HISB,1130,HISB2002
USGS,06915000,2002-06-08,2002,HISB,1120,HISB2002
USGS,06915000,2002-06-09,2002,HISB,1120,HISB2002
USGS,06915000,2002-06-10,2002,HISB,1110,HISB2002
USGS,06915000,2002-06-11,2002,HISB,1110,HISB2002
USGS,06915000,2002-06-12,2002,HISB,1110,HISB2002
USGS,06915000,2002-06-13,2002,HISB,913,HISB2002
USGS,06915000,2002-06-14,2002,HISB,411,HISB2002
USGS,06915000,2002-06-15,2002,HISB,71,HISB2002
USGS,06915000,2002-06-16,2002,HISB,71,HISB2002
USGS,06915000,2002-06-17,2002,HISB,71,HISB2002
USGS,06915000,2002-06-18,2002,HISB,71,HISB2002
USGS,06915000,2002-06-19,2002,HISB,71,HISB2002
USGS,06915000,2002-06-20,2002,HISB,43,HISB2002
USGS,06915000,2002-06-21,2002,HISB,25,HISB2002
USGS,06915000,2002-06-22,2002,HISB,25,HISB2002
USGS,06915000,2002-06-23,2002,HISB,26,HISB2002
USGS,06915000,2002-06-24,2002,HISB,26,HISB2002
USGS,06915000,2002-06-25,2002,HISB,26,HISB2002
USGS,06915000,2002-06-26,2002,HISB,26,HISB2002
USGS,06915000,2002-06-27,2002,HISB,26,HISB2002
USGS,06915000,2002-06-28,2002,HISB,26,HISB2002
USGS,06915000,2002-06-29,2002,HISB,26,HISB2002
USGS,06915000,2002-06-30,2002,HISB,26,HISB2002
USGS,06915000,2002-07-01,2002,HISB,26,HISB2002
USGS,06915000,2002-07-02,2002,HISB,26,HISB2002
USGS,06915000,2002-07-03,2002,HISB,26,HISB2002
USGS,06915000,2002-07-04,2002,HISB,26,HISB2002
USGS,06915000,2002-07-05,2002,HISB,26,HISB2002
USGS,06915000,2002-07-06,2002,HISB,26,HISB2002
USGS,06915000,2002-07-07,2002,HISB,26,HISB2002
USGS,06915000,2002-07-08,2002,HISB,26,HISB2002
USGS,06915000,2002-07-09,2002,HISB,26,HISB2002
USGS,06915000,2002-07-10,2002,HISB,26,HISB2002
USGS,06915000,2002-07-11,2002,HISB,26,HISB2002
USGS,06915000,2002-07-12,2002,HISB,26,HISB2002
USGS,06915000,2002-07-13,2002,HISB,25,HISB2002
USGS,06915000,2002-07-14,2002,HISB,25,HISB2002
USGS,06915000,2002-07-15,2002,HISB,25,HISB2002
USGS,06915000,2002-07-16,2002,HISB,24,HISB2002
USGS,06915000,2002-07-17,2002,HISB,28,HISB2002
USGS,06915000,2002-07-18,2002,HISB,30,HISB2002
USGS,06915000,2002-07-19,2002,HISB,34,HISB2002
USGS,06915000,2002-07-20,2002,HISB,38,HISB2002
USGS,06915000,2002-07-21,2002,HISB,39,HISB2002
USGS,06915000,2002-07-22,2002,HISB,37,HISB2002
USGS,06915000,2002-07-23,2002,HISB,37,HISB2002
USGS,06915000,2002-07-24,2002,HISB,37,HISB2002
USGS,06915000,2002-07-25,2002,HISB,38,HISB2002
USGS,06915000,2002-07-26,2002,HISB,38,HISB2002
USGS,06915000,2002-07-27,2002,HISB,39,HISB2002
USGS,06915000,2002-07-28,2002,HISB,39,HISB2002
USGS,06915000,2002-07-29,2002,HISB,38,HISB2002
USGS,06915000,2002-07-30,2002,HISB,38,HISB2002
USGS,06915000,2002-07-31,2002,HISB,38,HISB2002
USGS,06915000,2002-08-01,2002,HISB,37,HISB2002
USGS,06915000,2002-08-02,2002,HISB,37,HISB2002
USGS,06915000,2002-08-03,2002,HISB,36,HISB2002
USGS,06915000,2002-08-04,2002,HISB,37,HISB2002
USGS,06915000,2002-08-05,2002,HISB,37,HISB2002
USGS,06915000,2002-08-06,2002,HISB,37,HISB2002
USGS,06915000,2002-08-07,2002,HISB,36,HISB2002
USGS,06915000,2002-08-08,2002,HISB,35,HISB2002
USGS,06915000,2002-08-09,2002,HISB,35,HISB2002
USGS,06915000,2002-08-10,2002,HISB,36,HISB2002
USGS,06915000,2002-08-11,2002,HISB,35,HISB2002
USGS,06915000,2002-08-12,2002,HISB,36,HISB2002
USGS,06915000,2002-08-13,2002,HISB,37,HISB2002
USGS,06915000,2002-08-14,2002,HISB,36,HISB2002
USGS,06915000,2002-08-15,2002,HISB,35,HISB2002
USGS,06915000,2002-08-16,2002,HISB,35,HISB2002
USGS,06915000,2002-08-17,2002,HISB,36,HISB2002
USGS,06915000,2002-08-18,2002,HISB,35,HISB2002
USGS,06915000,2002-08-19,2002,HISB,35,HISB2002
USGS,06915000,2002-08-20,2002,HISB,35,HISB2002
USGS,06915000,2002-08-21,2002,HISB,35,HISB2002
USGS,06915000,2002-08-22,2002,HISB,35,HISB2002
USGS,06915000,2002-08-23,2002,HISB,35,HISB2002
USGS,06915000,2002-08-24,2002,HISB,35,HISB2002
USGS,06915000,2002-08-25,2002,HISB,35,HISB2002
USGS,06915000,2002-08-26,2002,HISB,37,HISB2002
USGS,06915000,2002-08-27,2002,HISB,37,HISB2002
USGS,06915000,2002-08-28,2002,HISB,37,HISB2002
USGS,06915000,2002-08-29,2002,HISB,37,HISB2002
USGS,06915000,2002-08-30,2002,HISB,37,HISB2002
USGS,06915000,2002-08-31,2002,HISB,37,HISB2002
USGS,06915000,2002-09-01,2002,HISB,37,HISB2002
USGS,06915000,2002-09-02,2002,HISB,37,HISB2002
USGS,06915000,2002-09-03,2002,HISB,37,HISB2002
USGS,06915000,2002-09-04,2002,HISB,36,HISB2002
USGS,06915000,2002-09-05,2002,HISB,32,HISB2002
USGS,06915000,2002-09-06,2002,HISB,25,HISB2002
USGS,06915000,2002-09-07,2002,HISB,25,HISB2002
USGS,06915000,2002-09-08,2002,HISB,25,HISB2002
USGS,06915000,2002-09-09,2002,HISB,25,HISB2002
USGS,06915000,2002-09-10,2002,HISB,25,HISB2002
USGS,06915000,2002-09-11,2002,HISB,26,HISB2002
USGS,06915000,2002-09-12,2002,HISB,26,HISB2002
USGS,06915000,2002-09-13,2002,HISB,26,HISB2002
USGS,06915000,2002-09-14,2002,HISB,26,HISB2002
USGS,06915000,2002-09-15,2002,HISB,26,HISB2002
USGS,06915000,2002-09-16,2002,HISB,26,HISB2002
USGS,06915000,2002-09-17,2002,HISB,26,HISB2002
USGS,06915000,2002-09-18,2002,HISB,26,HISB2002
USGS,06915000,2002-09-19,2002,HISB,27,HISB2002
USGS,06915000,2002-09-20,2002,HISB,26,HISB2002
USGS,06915000,2002-09-21,2002,HISB,29,HISB2002
USGS,06915000,2002-09-22,2002,HISB,29,HISB2002
USGS,06915000,2002-09-23,2002,HISB,30,HISB2002
USGS,06915000,2002-09-24,2002,HISB,28,HISB2002
USGS,06915000,2002-09-25,2002,HISB,28,HISB2002
USGS,06915000,2002-09-26,2002,HISB,28,HISB2002
USGS,06915000,2002-09-27,2002,HISB,28,HISB2002
USGS,06915000,2002-09-28,2002,HISB,28,HISB2002
USGS,06915000,2002-09-29,2002,HISB,28,HISB2002
USGS,06915000,2002-09-30,2002,HISB,28,HISB2002
USGS,06915000,2002-10-01,2002,HISB,20,HISB2002
USGS,06915000,2002-10-02,2002,HISB,16,HISB2002
USGS,06915000,2002-10-03,2002,HISB,15,HISB2002
USGS,06915000,2002-10-04,2002,HISB,16,HISB2002
USGS,06915000,2002-10-05,2002,HISB,15,HISB2002
USGS,06915000,2002-10-06,2002,HISB,15,HISB2002
USGS,06915000,2002-10-07,2002,HISB,15,HISB2002
USGS,06915000,2002-10-08,2002,HISB,15,HISB2002
USGS,06915000,2002-10-09,2002,HISB,15,HISB2002
USGS,06915000,2002-10-10,2002,HISB,16,HISB2002
USGS,06915000,2002-10-11,2002,HISB,17,HISB2002
USGS,06915000,2002-10-12,2002,HISB,16,HISB2002
USGS,06915000,2002-10-13,2002,HISB,16,HISB2002
USGS,06915000,2002-10-14,2002,HISB,15,HISB2002
USGS,06915000,2002-10-15,2002,HISB,16,HISB2002
USGS,06915000,2002-10-16,2002,HISB,16,HISB2002
USGS,06915000,2002-10-17,2002,HISB,16,HISB2002
USGS,06915000,2002-10-18,2002,HISB,16,HISB2002
USGS,06915000,2002-10-19,2002,HISB,16,HISB2002
USGS,06915000,2002-10-20,2002,HISB,15,HISB2002
USGS,06915000,2002-10-21,2002,HISB,16,HISB2002
USGS,06915000,2002-10-22,2002,HISB,16,HISB2002
USGS,06915000,2002-10-23,2002,HISB,16,HISB2002
USGS,06915000,2002-10-24,2002,HISB,16,HISB2002
USGS,06915000,2002-10-25,2002,HISB,15,HISB2002
USGS,06915000,2002-10-26,2002,HISB,16,HISB2002
USGS,06915000,2002-10-27,2002,HISB,16,HISB2002
USGS,06915000,2002-10-28,2002,HISB,16,HISB2002
USGS,06915000,2002-10-29,2002,HISB,16,HISB2002
USGS,06915000,2002-10-30,2002,HISB,16,HISB2002
USGS,06915000,2002-10-31,2002,HISB,16,HISB2002
USGS,06915000,2004-03-01,2004,HISB,9,HISB2004
USGS,06915000,2004-03-02,2004,HISB,8.1,HISB2004
USGS,06915000,2004-03-03,2004,HISB,8.6,HISB2004
USGS,06915000,2004-03-04,2004,HISB,50,HISB2004
USGS,06915000,2004-03-05,2004,HISB,35,HISB2004
USGS,06915000,2004-03-06,2004,HISB,18,HISB2004
USGS,06915000,2004-03-07,2004,HISB,12,HISB2004
USGS,06915000,2004-03-08,2004,HISB,11,HISB2004
USGS,06915000,2004-03-09,2004,HISB,11,HISB2004
USGS,06915000,2004-03-10,2004,HISB,11,HISB2004
USGS,06915000,2004-03-11,2004,HISB,130,HISB2004
USGS,06915000,2004-03-12,2004,HISB,393,HISB2004
USGS,06915000,2004-03-13,2004,HISB,499,HISB2004
USGS,06915000,2004-03-14,2004,HISB,495,HISB2004
USGS,06915000,2004-03-15,2004,HISB,502,HISB2004
USGS,06915000,2004-03-16,2004,HISB,381,HISB2004
USGS,06915000,2004-03-17,2004,HISB,424,HISB2004
USGS,06915000,2004-03-18,2004,HISB,484,HISB2004
USGS,06915000,2004-03-19,2004,HISB,482,HISB2004
USGS,06915000,2004-03-20,2004,HISB,481,HISB2004
USGS,06915000,2004-03-21,2004,HISB,480,HISB2004
USGS,06915000,2004-03-22,2004,HISB,478,HISB2004
USGS,06915000,2004-03-23,2004,HISB,477,HISB2004
USGS,06915000,2004-03-24,2004,HISB,472,HISB2004
USGS,06915000,2004-03-25,2004,HISB,472,HISB2004
USGS,06915000,2004-03-26,2004,HISB,258,HISB2004
USGS,06915000,2004-03-27,2004,HISB,95,HISB2004
USGS,06915000,2004-03-28,2004,HISB,145,HISB2004
USGS,06915000,2004-03-29,2004,HISB,58,HISB2004
USGS,06915000,2004-03-30,2004,HISB,19,HISB2004
USGS,06915000,2004-03-31,2004,HISB,16,HISB2004
USGS,06915000,2004-04-01,2004,HISB,15,HISB2004
USGS,06915000,2004-04-02,2004,HISB,15,HISB2004
USGS,06915000,2004-04-03,2004,HISB,16,HISB2004
USGS,06915000,2004-04-04,2004,HISB,16,HISB2004
USGS,06915000,2004-04-05,2004,HISB,16,HISB2004
USGS,06915000,2004-04-06,2004,HISB,17,HISB2004
USGS,06915000,2004-04-07,2004,HISB,18,HISB2004
USGS,06915000,2004-04-08,2004,HISB,18,HISB2004
USGS,06915000,2004-04-09,2004,HISB,18,HISB2004
USGS,06915000,2004-04-10,2004,HISB,19,HISB2004
USGS,06915000,2004-04-11,2004,HISB,18,HISB2004
USGS,06915000,2004-04-12,2004,HISB,19,HISB2004
USGS,06915000,2004-04-13,2004,HISB,18,HISB2004
USGS,06915000,2004-04-14,2004,HISB,18,HISB2004
USGS,06915000,2004-04-15,2004,HISB,18,HISB2004
USGS,06915000,2004-04-16,2004,HISB,19,HISB2004
USGS,06915000,2004-04-17,2004,HISB,19,HISB2004
USGS,06915000,2004-04-18,2004,HISB,19,HISB2004
USGS,06915000,2004-04-19,2004,HISB,19,HISB2004
USGS,06915000,2004-04-20,2004,HISB,20,HISB2004
USGS,06915000,2004-04-21,2004,HISB,20,HISB2004
USGS,06915000,2004-04-22,2004,HISB,19,HISB2004
USGS,06915000,2004-04-23,2004,HISB,19,HISB2004
USGS,06915000,2004-04-24,2004,HISB,26,HISB2004
USGS,06915000,2004-04-25,2004,HISB,19,HISB2004
USGS,06915000,2004-04-26,2004,HISB,18,HISB2004
USGS,06915000,2004-04-27,2004,HISB,17,HISB2004
USGS,06915000,2004-04-28,2004,HISB,17,HISB2004
USGS,06915000,2004-04-29,2004,HISB,17,HISB2004
USGS,06915000,2004-04-30,2004,HISB,17,HISB2004
USGS,06915000,2004-05-01,2004,HISB,18,HISB2004
USGS,06915000,2004-05-02,2004,HISB,17,HISB2004
USGS,06915000,2004-05-03,2004,HISB,16,HISB2004
USGS,06915000,2004-05-04,2004,HISB,16,HISB2004
USGS,06915000,2004-05-05,2004,HISB,16,HISB2004
USGS,06915000,2004-05-06,2004,HISB,16,HISB2004
USGS,06915000,2004-05-07,2004,HISB,15,HISB2004
USGS,06915000,2004-05-08,2004,HISB,15,HISB2004
USGS,06915000,2004-05-09,2004,HISB,15,HISB2004
USGS,06915000,2004-05-10,2004,HISB,17,HISB2004
USGS,06915000,2004-05-11,2004,HISB,15,HISB2004
USGS,06915000,2004-05-12,2004,HISB,15,HISB2004
USGS,06915000,2004-05-13,2004,HISB,22,HISB2004
USGS,06915000,2004-05-14,2004,HISB,24,HISB2004
USGS,06915000,2004-05-15,2004,HISB,16,HISB2004
USGS,06915000,2004-05-16,2004,HISB,15,HISB2004
USGS,06915000,2004-05-17,2004,HISB,15,HISB2004
USGS,06915000,2004-05-18,2004,HISB,26,HISB2004
USGS,06915000,2004-05-19,2004,HISB,110,HISB2004
USGS,06915000,2004-05-20,2004,HISB,141,HISB2004
USGS,06915000,2004-05-21,2004,HISB,140,HISB2004
