impd,date,month,year,cfs
HISB,2004-09-05,9,2004,454
HISB,2004-09-06,9,2004,446
HISB,2004-09-07,9,2004,427
HISB,2004-09-08,9,2004,427
HISB,2004-09-09,9,2004,229
HISB,2004-09-10,9,2004,65
HISB,2004-09-11,9,2004,28
HISB,2004-09-12,9,2004,29
HISB,2004-09-13,9,2004,29
HISB,2004-09-14,9,2004,29
HISB,2004-09-15,9,2004,29
HISB,2004-09-16,9,2004,30
HISB,2004-09-17,9,2004,30
HISB,2004-09-18,9,2004,30
HISB,2004-09-19,9,2004,30
HISB,2004-09-20,9,2004,30
HISB,2004-09-21,9,2004,30
HISB,2004-09-22,9,2004,30
HISB,2004-09-23,9,2004,31
HISB,2004-09-24,9,2004,31
HISB,2004-09-25,9,2004,31
HISB,2004-09-26,9,2004,30
HISB,2004-09-27,9,2004,31
HISB,2004-09-28,9,2004,31
HISB,2004-09-29,9,2004,31
HISB,2004-09-30,9,2004,31
HISB,2004-10-01,10,2004,26
HISB,2004-10-02,10,2004,16
HISB,2004-10-03,10,2004,15
HISB,2004-10-04,10,2004,15
HISB,2004-10-05,10,2004,15
HISB,2004-10-06,10,2004,15
HISB,2004-10-07,10,2004,22
HISB,2004-10-08,10,2004,20
HISB,2004-10-09,10,2004,14
HISB,2004-10-10,10,2004,13
HISB,2004-10-11,10,2004,14
HISB,2004-10-12,10,2004,16
HISB,2004-10-13,10,2004,14
HISB,2004-10-14,10,2004,11
HISB,2004-10-15,10,2004,10
HISB,2004-10-16,10,2004,9
HISB,2004-10-17,10,2004,9
HISB,2004-10-18,10,2004,9
HISB,2004-10-19,10,2004,9
HISB,2004-10-20,10,2004,10
HISB,2004-10-21,10,2004,10
HISB,2004-10-22,10,2004,9
HISB,2004-10-23,10,2004,10
HISB,2004-10-24,10,2004,10
HISB,2004-10-25,10,2004,10
HISB,2004-10-26,10,2004,11
HISB,2004-10-27,10,2004,12
HISB,2004-10-28,10,2004,12
HISB,2004-10-29,10,2004,12
HISB,2004-10-30,10,2004,12
HISB,2004-10-31,10,2004,13
HISB,2007-03-01,3,2007,170
HISB,2007-03-02,3,2007,432
HISB,2007-03-03,3,2007,618
HISB,2007-03-04,3,2007,611
HISB,2007-03-05,3,2007,609
HISB,2007-03-06,3,2007,609
HISB,2007-03-07,3,2007,604
HISB,2007-03-08,3,2007,606
HISB,2007-03-09,3,2007,601
HISB,2007-03-10,3,2007,602
HISB,2007-03-11,3,2007,598
HISB,2007-03-12,3,2007,244
HISB,2007-03-13,3,2007,13
HISB,2007-03-14,3,2007,12
HISB,2007-03-15,3,2007,13
HISB,2007-03-16,3,2007,13
HISB,2007-03-17,3,2007,13
HISB,2007-03-18,3,2007,13
HISB,2007-03-19,3,2007,13
HISB,2007-03-20,3,2007,13
HISB,2007-03-21,3,2007,13
HISB,2007-03-22,3,2007,13
HISB,2007-03-23,3,2007,11
HISB,2007-03-24,3,2007,11
HISB,2007-03-25,3,2007,11
HISB,2007-03-26,3,2007,11
HISB,2007-03-27,3,2007,12
HISB,2007-03-28,3,2007,12
HISB,2007-03-29,3,2007,15
HISB,2007-03-30,3,2007,40
HISB,2007-03-31,3,2007,47
HISB,2007-04-01,4,2007,20
HISB,2007-04-02,4,2007,18
HISB,2007-04-03,4,2007,24
HISB,2007-04-04,4,2007,19
HISB,2007-04-05,4,2007,19
HISB,2007-04-06,4,2007,19
HISB,2007-04-07,4,2007,18
HISB,2007-04-08,4,2007,18
HISB,2007-04-09,4,2007,19
HISB,2007-04-10,4,2007,20
HISB,2007-04-11,4,2007,40
HISB,2007-04-12,4,2007,23
HISB,2007-04-13,4,2007,40
HISB,2007-04-14,4,2007,100
HISB,2007-04-15,4,2007,30
HISB,2007-04-16,4,2007,24
HISB,2007-04-17,4,2007,23
HISB,2007-04-18,4,2007,329
HISB,2007-04-19,4,2007,621
HISB,2007-04-20,4,2007,577
HISB,2007-04-21,4,2007,582
HISB,2007-04-22,4,2007,578
HISB,2007-04-23,4,2007,580
HISB,2007-04-24,4,2007,579
HISB,2007-04-25,4,2007,454
HISB,2007-04-26,4,2007,35
HISB,2007-04-27,4,2007,332
HISB,2007-04-28,4,2007,574
HISB,2007-04-29,4,2007,572
HISB,2007-04-30,4,2007,310
HISB,2007-05-01,5,2007,68
HISB,2007-05-02,5,2007,92
HISB,2007-05-03,5,2007,69
HISB,2007-05-04,5,2007,65
HISB,2007-05-05,5,2007,64
HISB,2007-05-06,5,2007,70
HISB,2007-05-07,5,2007,70
HISB,2007-05-08,5,2007,33
HISB,2007-05-09,5,2007,27
HISB,2007-05-10,5,2007,26
HISB,2007-05-11,5,2007,25
HISB,2007-05-12,5,2007,25
HISB,2007-05-13,5,2007,24
HISB,2007-05-14,5,2007,400
HISB,2007-05-15,5,2007,1310
HISB,2007-05-16,5,2007,1620
HISB,2007-05-17,5,2007,1340
HISB,2007-05-18,5,2007,602
HISB,2007-05-19,5,2007,205
HISB,2007-05-20,5,2007,205
HISB,2007-05-21,5,2007,204
HISB,2007-05-22,5,2007,203
HISB,2007-05-23,5,2007,204
HISB,2007-05-24,5,2007,204
HISB,2007-05-25,5,2007,204
HISB,2007-05-26,5,2007,204
HISB,2007-05-27,5,2007,205
HISB,2007-05-28,5,2007,205
HISB,2007-05-29,5,2007,373
HISB,2007-05-30,5,2007,497
HISB,2007-05-31,5,2007,496
HISB,2007-06-01,6,2007,212
HISB,2007-06-02,6,2007,19
HISB,2007-06-03,6,2007,18
HISB,2007-06-04,6,2007,65
HISB,2007-06-05,6,2007,213
HISB,2007-06-06,6,2007,213
HISB,2007-06-07,6,2007,213
HISB,2007-06-08,6,2007,380
HISB,2007-06-09,6,2007,493
HISB,2007-06-10,6,2007,492
HISB,2007-06-11,6,2007,492
HISB,2007-06-12,6,2007,487
HISB,2007-06-13,6,2007,300
HISB,2007-06-14,6,2007,166
HISB,2007-06-15,6,2007,166
HISB,2007-06-16,6,2007,166
HISB,2007-06-17,6,2007,167
HISB,2007-06-18,6,2007,92
HISB,2007-06-19,6,2007,71
HISB,2007-06-20,6,2007,18
HISB,2007-06-21,6,2007,17
HISB,2007-06-22,6,2007,17
HISB,2007-06-23,6,2007,17
HISB,2007-06-24,6,2007,17
HISB,2007-06-25,6,2007,17
HISB,2007-06-26,6,2007,17
HISB,2007-06-27,6,2007,17
HISB,2007-06-28,6,2007,17
HISB,2007-06-29,6,2007,18
HISB,2007-06-30,6,2007,18
HISB,2007-07-01,7,2007,18
HISB,2007-07-02,7,2007,19
HISB,2007-07-03,7,2007,21
HISB,2007-07-04,7,2007,19
HISB,2007-07-05,7,2007,19
HISB,2007-07-06,7,2007,18
HISB,2007-07-07,7,2007,18
HISB,2007-07-08,7,2007,18
HISB,2007-07-09,7,2007,18
HISB,2007-07-10,7,2007,18
HISB,2007-07-11,7,2007,18
HISB,2007-07-12,7,2007,18
HISB,2007-07-13,7,2007,117
HISB,2007-07-14,7,2007,190
HISB,2007-07-15,7,2007,190
HISB,2007-07-16,7,2007,189
HISB,2007-07-17,7,2007,189
HISB,2007-07-18,7,2007,189
HISB,2007-07-19,7,2007,578
HISB,2007-07-20,7,2007,1480
HISB,2007-07-21,7,2007,1820
HISB,2007-07-22,7,2007,1790
HISB,2007-07-23,7,2007,1790
HISB,2007-07-24,7,2007,1770
HISB,2007-07-25,7,2007,1500
HISB,2007-07-26,7,2007,1270
HISB,2007-07-27,7,2007,1080
HISB,2007-07-28,7,2007,833
HISB,2007-07-29,7,2007,823
HISB,2007-07-30,7,2007,501
HISB,2007-07-31,7,2007,71
HISB,2007-08-01,8,2007,17
HISB,2007-08-02,8,2007,17
HISB,2007-08-03,8,2007,17
HISB,2007-08-04,8,2007,17
HISB,2007-08-05,8,2007,17
HISB,2007-08-06,8,2007,17
HISB,2007-08-07,8,2007,17
HISB,2007-08-08,8,2007,19
HISB,2007-08-09,8,2007,20
HISB,2007-08-10,8,2007,20
HISB,2007-08-11,8,2007,20
HISB,2007-08-12,8,2007,20
HISB,2007-08-13,8,2007,20
HISB,2007-08-14,8,2007,20
HISB,2007-08-15,8,2007,20
HISB,2007-08-16,8,2007,20
HISB,2007-08-17,8,2007,20
HISB,2007-08-18,8,2007,20
HISB,2007-08-19,8,2007,20
HISB,2007-08-20,8,2007,20
HISB,2007-08-21,8,2007,20
HISB,2007-08-22,8,2007,20
HISB,2007-08-23,8,2007,20
HISB,2007-08-24,8,2007,20
HISB,2007-08-25,8,2007,20
HISB,2007-08-26,8,2007,20
HISB,2007-08-27,8,2007,20
HISB,2007-08-28,8,2007,20
HISB,2007-08-29,8,2007,20
HISB,2007-08-30,8,2007,20
HISB,2007-08-31,8,2007,20
HISB,2007-09-01,9,2007,20
HISB,2007-09-02,9,2007,20
HISB,2007-09-03,9,2007,20
HISB,2007-09-04,9,2007,20
HISB,2007-09-05,9,2007,20
HISB,2007-09-06,9,2007,20
HISB,2007-09-07,9,2007,21
HISB,2007-09-08,9,2007,20
HISB,2007-09-09,9,2007,20
HISB,2007-09-10,9,2007,20
HISB,2007-09-11,9,2007,20
HISB,2007-09-12,9,2007,20
HISB,2007-09-13,9,2007,20
HISB,2007-09-14,9,2007,20
HISB,2007-09-15,9,2007,20
HISB,2007-09-16,9,2007,20
HISB,2007-09-17,9,2007,20
HISB,2007-09-18,9,2007,20
HISB,2007-09-19,9,2007,20
HISB,2007-09-20,9,2007,20
HISB,2007-09-21,9,2007,20
HISB,2007-09-22,9,2007,20
HISB,2007-09-23,9,2007,20
HISB,2007-09-24,9,2007,21
HISB,2007-09-25,9,2007,21
HISB,2007-09-26,9,2007,21
HISB,2007-09-27,9,2007,21
HISB,2007-09-28,9,2007,21
HISB,2007-09-29,9,2007,21
HISB,2007-09-30,9,2007,21
HISB,2007-10-01,10,2007,16
HISB,2007-10-02,10,2007,11
HISB,2007-10-03,10,2007,10
HISB,2007-10-04,10,2007,10
HISB,2007-10-05,10,2007,10
HISB,2007-10-06,10,2007,10
HISB,2007-10-07,10,2007,10
HISB,2007-10-08,10,2007,11
HISB,2007-10-09,10,2007,10
HISB,2007-10-10,10,2007,10
HISB,2007-10-11,10,2007,11
HISB,2007-10-12,10,2007,11
HISB,2007-10-13,10,2007,13
HISB,2007-10-14,10,2007,11
HISB,2007-10-15,10,2007,11
HISB,2007-10-16,10,2007,11
HISB,2007-10-17,10,2007,30
HISB,2007-10-18,10,2007,16
HISB,2007-10-19,10,2007,11
HISB,2007-10-20,10,2007,11
HISB,2007-10-21,10,2007,11
HISB,2007-10-22,10,2007,95
HISB,2007-10-23,10,2007,190
HISB,2007-10-24,10,2007,214
HISB,2007-10-25,10,2007,181
HISB,2007-10-26,10,2007,104
HISB,2007-10-27,10,2007,104
HISB,2007-10-28,10,2007,105
HISB,2007-10-29,10,2007,105
HISB,2007-10-30,10,2007,56
HISB,2007-10-31,10,2007,21
HISB,2024-03-01,3,2024,10
HISB,2024-03-02,3,2024,12
HISB,2024-03-03,3,2024,12
HISB,2024-03-04,3,2024,12
HISB,2024-03-05,3,2024,12
HISB,2024-03-06,3,2024,12
HISB,2024-03-07,3,2024,13
HISB,2024-03-08,3,2024,12
HISB,2024-03-09,3,2024,12
HISB,2024-03-10,3,2024,12
HISB,2024-03-11,3,2024,12
HISB,2024-03-12,3,2024,12
HISB,2024-03-13,3,2024,12
HISB,2024-03-14,3,2024,12
HISB,2024-03-15,3,2024,13
HISB,2024-03-16,3,2024,13
HISB,2024-03-17,3,2024,13
HISB,2024-03-18,3,2024,13
HISB,2024-03-19,3,2024,13
HISB,2024-03-20,3,2024,14
HISB,2024-03-21,3,2024,14
HISB,2024-03-22,3,2024,14
HISB,2024-03-23,3,2024,14
HISB,2024-03-24,3,2024,15
HISB,2024-03-25,3,2024,15
HISB,2024-03-26,3,2024,14
HISB,2024-03-27,3,2024,14
HISB,2024-03-28,3,2024,15
HISB,2024-03-29,3,2024,15
HISB,2024-03-30,3,2024,15
HISB,2024-03-31,3,2024,16
HISB,2024-04-01,4,2024,16
HISB,2024-04-02,4,2024,14
HISB,2024-04-03,4,2024,14
HISB,2024-04-04,4,2024,14
HISB,2024-04-05,4,2024,15
HISB,2024-04-06,4,2024,15
HISB,2024-04-07,4,2024,14
HISB,2024-04-08,4,2024,14
HISB,2024-04-09,4,2024,14
HISB,2024-04-10,4,2024,14
HISB,2024-04-11,4,2024,13
HISB,2024-04-12,4,2024,14
HISB,2024-04-13,4,2024,15
HISB,2024-04-14,4,2024,14
HISB,2024-04-15,4,2024,15
HISB,2024-04-16,4,2024,15
HISB,2024-04-17,4,2024,14
HISB,2024-04-18,4,2024,14
HISB,2024-04-19,4,2024,14
HISB,2024-04-20,4,2024,14
HISB,2024-04-21,4,2024,13
HISB,2024-04-22,4,2024,14
HISB,2024-04-23,4,2024,13
HISB,2024-04-24,4,2024,14
HISB,2024-04-25,4,2024,15
HISB,2024-04-26,4,2024,17
HISB,2024-04-27,4,2024,13
HISB,2024-04-28,4,2024,23
HISB,2024-04-29,4,2024,14
HISB,2024-04-30,4,2024,15
HISB,2024-05-01,5,2024,18
HISB,2024-05-02,5,2024,21
HISB,2024-05-03,5,2024,18
HISB,2024-05-04,5,2024,17
HISB,2024-05-05,5,2024,18
HISB,2024-05-06,5,2024,19
HISB,2024-05-07,5,2024,21
HISB,2024-05-08,5,2024,19
HISB,2024-05-09,5,2024,18
HISB,2024-05-10,5,2024,18
HISB,2024-05-11,5,2024,18
HISB,2024-05-12,5,2024,18
HISB,2024-05-13,5,2024,18
HISB,2024-05-14,5,2024,17
HISB,2024-05-15,5,2024,18
HISB,2024-05-16,5,2024,17
HISB,2024-05-17,5,2024,17
HISB,2024-05-18,5,2024,18
HISB,2024-05-19,5,2024,18
HISB,2024-05-20,5,2024,18
HISB,2024-05-21,5,2024,18
HISB,2024-05-22,5,2024,110
HISB,2024-05-23,5,2024,164
HISB,2024-05-24,5,2024,406
HISB,2024-05-25,5,2024,539
HISB,2024-05-26,5,2024,538
HISB,2024-05-27,5,2024,533
HISB,2024-05-28,5,2024,916
HISB,2024-05-29,5,2024,735
HISB,2024-05-30,5,2024,510
HISB,2024-05-31,5,2024,272
HISB,2024-06-01,6,2024,156
HISB,2024-06-02,6,2024,156
HISB,2024-06-03,6,2024,155
HISB,2024-06-04,6,2024,155
HISB,2024-06-05,6,2024,102
HISB,2024-06-06,6,2024,16
HISB,2024-06-07,6,2024,17
HISB,2024-06-08,6,2024,17
HISB,2024-06-09,6,2024,18
HISB,2024-06-10,6,2024,17
HISB,2024-06-11,6,2024,17
HISB,2024-06-12,6,2024,17
HISB,2024-06-13,6,2024,17
HISB,2024-06-14,6,2024,17
HISB,2024-06-15,6,2024,17
HISB,2024-06-16,6,2024,17
HISB,2024-06-17,6,2024,17
HISB,2024-06-18,6,2024,17
HISB,2024-06-19,6,2024,17
HISB,2024-06-20,6,2024,17
HISB,2024-06-21,6,2024,17
HISB,2024-06-22,6,2024,17
HISB,2024-06-23,6,2024,17
HISB,2024-06-24,6,2024,17
HISB,2024-06-25,6,2024,17
HISB,2024-06-26,6,2024,17
HISB,2024-06-27,6,2024,18
HISB,2024-06-28,6,2024,22
HISB,2024-06-29,6,2024,20
HISB,2024-06-30,6,2024,18
HISB,2024-07-01,7,2024,23
HISB,2024-07-02,7,2024,18
HISB,2024-07-03,7,2024,18
HISB,2024-07-04,7,2024,31
HISB,2024-07-05,7,2024,18
HISB,2024-07-06,7,2024,18
HISB,2024-07-07,7,2024,18
HISB,2024-07-08,7,2024,18
HISB,2024-07-09,7,2024,685
HISB,2024-07-10,7,2024,1100
HISB,2024-07-11,7,2024,1090
HISB,2024-07-12,7,2024,748
HISB,2024-07-13,7,2024,579
HISB,2024-07-14,7,2024,578
HISB,2024-07-15,7,2024,294
HISB,2024-07-16,7,2024,157
HISB,2024-07-17,7,2024,71
HISB,2024-07-18,7,2024,19
HISB,2024-07-19,7,2024,20
HISB,2024-07-20,7,2024,19
HISB,2024-07-21,7,2024,19
HISB,2024-07-22,7,2024,19
HISB,2024-07-23,7,2024,19
HISB,2024-07-24,7,2024,20
HISB,2024-07-25,7,2024,20
HISB,2024-07-26,7,2024,20
HISB,2024-07-27,7,2024,20
HISB,2024-07-28,7,2024,20
HISB,2024-07-29,7,2024,19
HISB,2024-07-30,7,2024,19
HISB,2024-07-31,7,2024,19
HISB,2024-08-01,8,2024,19
HISB,2024-08-02,8,2024,19
HISB,2024-08-03,8,2024,20
HISB,2024-08-04,8,2024,20
HISB,2024-08-05,8,2024,20
HISB,2024-08-06,8,2024,19
HISB,2024-08-07,8,2024,19
HISB,2024-08-08,8,2024,19
HISB,2024-08-09,8,2024,19
HISB,2024-08-10,8,2024,19
HISB,2024-08-11,8,2024,19
HISB,2024-08-12,8,2024,19
HISB,2024-08-13,8,2024,19
HISB,2024-08-14,8,2024,19
HISB,2024-08-15,8,2024,19
HISB,2024-08-16,8,2024,19
HISB,2024-08-17,8,2024,19
HISB,2024-08-18,8,2024,19
HISB,2024-08-19,8,2024,19
HISB,2024-08-20,8,2024,19
HISB,2024-08-21,8,2024,19
HISB,2024-08-22,8,2024,19
HISB,2024-08-23,8,2024,19
HISB,2024-08-24,8,2024,19
HISB,2024-08-25,8,2024,18
HISB,2024-08-26,8,2024,18
HISB,2024-08-27,8,2024,18
HISB,2024-08-28,8,2024,19
HISB,2024-08-29,8,2024,19
HISB,2024-08-30,8,2024,18
HISB,2024-08-31,8,2024,18
HISB,2024-09-01,9,2024,18
HISB,2024-09-02,9,2024,18
HISB,2024-09-03,9,2024,18
HISB,2024-09-04,9,2024,18
HISB,2024-09-05,9,2024,18
HISB,2024-09-06,9,2024,18
HISB,2024-09-07,9,2024,18
HISB,2024-09-08,9,2024,18
HISB,2024-09-09,9,2024,18
HISB,2024-09-10,9,2024,18
HISB,2024-09-11,9,2024,18
HISB,2024-09-12,9,2024,18
HISB,2024-09-13,9,2024,18
HISB,2024-09-14,9,2024,18
HISB,2024-09-15,9,2024,18
HISB,2024-09-16,9,2024,18
HISB,2024-09-17,9,2024,18
HISB,2024-09-18,9,2024,18
HISB,2024-09-19,9,2024,18
HISB,2024-09-20,9,2024,18
HISB,2024-09-21,9,2024,18
HISB,2024-09-22,9,2024,18
HISB,2024-09-23,9,2024,18
HISB,2024-09-24,9,2024,18
HISB,2024-09-25,9,2024,17
HISB,2024-09-26,9,2024,18
HISB,2024-09-27,9,2024,17
HISB,2024-09-28,9,2024,17
HISB,2024-09-29,9,2024,18
HISB,2024-09-30,9,2024,18
HISB,2024-10-01,10,2024,17
HISB,2024-10-02,10,2024,13
HISB,2024-10-03,10,2024,10
HISB,2024-10-04,10,2024,10
HISB,2024-10-05,10,2024,10
HISB,2024-10-06,10,2024,10
HISB,2024-10-07,10,2024,10
HISB,2024-10-08,10,2024,10
HISB,2024-10-09,10,2024,10
HISB,2024-10-10,10,2024,10
HISB,2024-10-11,10,2024,10
HISB,2024-10-12,10,2024,10
HISB,2024-10-13,10,2024,9
HISB,2024-10-14,10,2024,10
HISB,2024-10-15,10,2024,10
HISB,2024-10-16,10,2024,10
HISB,2024-10-17,10,2024,10
HISB,2024-10-18,10,2024,10
HISB,2024-10-19,10,2024,10
HISB,2024-10-20,10,2024,10
HISB,2024-10-21,10,2024,10
HISB,2024-10-22,10,2024,10
HISB,2024-10-23,10,2024,11
HISB,2024-10-24,10,2024,12
HISB,2024-10-25,10,2024,12
HISB,2024-10-26,10,2024,13
HISB,2024-10-27,10,2024,13
HISB,2024-10-28,10,2024,13
HISB,2024-10-29,10,2024,12
HISB,2024-10-30,10,2024,13
HISB,2024-10-31,10,2024,9
MESB,2016-03-01,3,2016,21
MESB,2016-03-02,3,2016,21
MESB,2016-03-03,3,2016,21
MESB,2016-03-04,3,2016,21
MESB,2016-03-05,3,2016,21
MESB,2016-03-06,3,2016,21
MESB,2016-03-07,3,2016,20
MESB,2016-03-08,3,2016,20
MESB,2016-03-09,3,2016,21
MESB,2016-03-10,3,2016,20
MESB,2016-03-11,3,2016,20
MESB,2016-03-12,3,2016,20
MESB,2016-03-13,3,2016,20
MESB,2016-03-14,3,2016,20
MESB,2016-03-15,3,2016,20
MESB,2016-03-16,3,2016,20
MESB,2016-03-17,3,2016,20
MESB,2016-03-18,3,2016,20
MESB,2016-03-19,3,2016,20
MESB,2016-03-20,3,2016,20
MESB,2016-03-21,3,2016,20
MESB,2016-03-22,3,2016,19
MESB,2016-03-23,3,2016,19
MESB,2016-03-24,3,2016,19
MESB,2016-03-25,3,2016,20
MESB,2016-03-26,3,2016,20
MESB,2016-03-27,3,2016,21
MESB,2016-03-28,3,2016,21
MESB,2016-03-29,3,2016,20
MESB,2016-03-30,3,2016,12
MESB,2016-03-31,3,2016,12
MESB,2016-04-01,4,2016,20
MESB,2016-04-02,4,2016,21
MESB,2016-04-03,4,2016,20
MESB,2016-04-04,4,2016,20
MESB,2016-04-05,4,2016,19
MESB,2016-04-06,4,2016,18
MESB,2016-04-07,4,2016,18
MESB,2016-04-08,4,2016,18
MESB,2016-04-09,4,2016,18
MESB,2016-04-10,4,2016,18
MESB,2016-04-11,4,2016,18
MESB,2016-04-12,4,2016,18
MESB,2016-04-13,4,2016,18
MESB,2016-04-14,4,2016,18
MESB,2016-04-15,4,2016,19
MESB,2016-04-16,4,2016,18
MESB,2016-04-17,4,2016,18
MESB,2016-04-18,4,2016,20
MESB,2016-04-19,4,2016,20
MESB,2016-04-20,4,2016,21
MESB,2016-04-21,4,2016,20
MESB,2016-04-22,4,2016,21
MESB,2016-04-23,4,2016,21
MESB,2016-04-24,4,2016,20
MESB,2016-04-25,4,2016,20
MESB,2016-04-26,4,2016,37
MESB,2016-04-27,4,2016,240
MESB,2016-04-28,4,2016,36
MESB,2016-04-29,4,2016,220
MESB,2016-04-30,4,2016,524
MESB,2016-05-01,5,2016,955
MESB,2016-05-02,5,2016,1510
MESB,2016-05-03,5,2016,1500
MESB,2016-05-04,5,2016,1500
MESB,2016-05-05,5,2016,1790
MESB,2016-05-06,5,2016,2050
MESB,2016-05-07,5,2016,2030
MESB,2016-05-08,5,2016,2030
MESB,2016-05-09,5,2016,2040
MESB,2016-05-10,5,2016,2020
MESB,2016-05-11,5,2016,2020
MESB,2016-05-12,5,2016,2010
MESB,2016-05-13,5,2016,1160
MESB,2016-05-14,5,2016,457
MESB,2016-05-15,5,2016,463
MESB,2016-05-16,5,2016,473
MESB,2016-05-17,5,2016,474
MESB,2016-05-18,5,2016,220
MESB,2016-05-19,5,2016,22
MESB,2016-05-20,5,2016,22
MESB,2016-05-21,5,2016,22
MESB,2016-05-22,5,2016,22
MESB,2016-05-23,5,2016,22
MESB,2016-05-24,5,2016,23
MESB,2016-05-25,5,2016,25
MESB,2016-05-26,5,2016,52
MESB,2016-05-27,5,2016,470
MESB,2016-05-28,5,2016,56
MESB,2016-05-29,5,2016,36
MESB,2016-05-30,5,2016,31
MESB,2016-05-31,5,2016,28
MESB,2016-06-01,6,2016,630
MESB,2016-06-02,6,2016,2220
MESB,2016-06-03,6,2016,2490
MESB,2016-06-04,6,2016,2470
MESB,2016-06-05,6,2016,2460
MESB,2016-06-06,6,2016,2120
MESB,2016-06-07,6,2016,1820
MESB,2016-06-08,6,2016,2480
MESB,2016-06-09,6,2016,2470
MESB,2016-06-10,6,2016,1820
MESB,2016-06-11,6,2016,897
MESB,2016-06-12,6,2016,900
MESB,2016-06-13,6,2016,905
MESB,2016-06-14,6,2016,902
MESB,2016-06-15,6,2016,945
MESB,2016-06-16,6,2016,619
MESB,2016-06-17,6,2016,20
MESB,2016-06-18,6,2016,20
MESB,2016-06-19,6,2016,20
MESB,2016-06-20,6,2016,20
MESB,2016-06-21,6,2016,20
MESB,2016-06-22,6,2016,21
MESB,2016-06-23,6,2016,21
MESB,2016-06-24,6,2016,21
MESB,2016-06-25,6,2016,21
MESB,2016-06-26,6,2016,21
MESB,2016-06-27,6,2016,22
MESB,2016-06-28,6,2016,22
MESB,2016-06-29,6,2016,22
MESB,2016-06-30,6,2016,22
MESB,2016-07-01,7,2016,22
MESB,2016-07-02,7,2016,23
MESB,2016-07-03,7,2016,24
MESB,2016-07-04,7,2016,23
MESB,2016-07-05,7,2016,455
MESB,2016-07-06,7,2016,933
MESB,2016-07-07,7,2016,962
MESB,2016-07-08,7,2016,603
MESB,2016-07-09,7,2016,21
MESB,2016-07-10,7,2016,21
MESB,2016-07-11,7,2016,21
MESB,2016-07-12,7,2016,22
MESB,2016-07-13,7,2016,22
MESB,2016-07-14,7,2016,22
MESB,2016-07-15,7,2016,22
MESB,2016-07-16,7,2016,22
MESB,2016-07-17,7,2016,22
MESB,2016-07-18,7,2016,21
MESB,2016-07-19,7,2016,21
MESB,2016-07-20,7,2016,21
MESB,2016-07-21,7,2016,21
MESB,2016-07-22,7,2016,20
MESB,2016-07-23,7,2016,20
MESB,2016-07-24,7,2016,20
MESB,2016-07-25,7,2016,22
MESB,2016-07-26,7,2016,21
MESB,2016-07-27,7,2016,21
MESB,2016-07-28,7,2016,21
MESB,2016-07-29,7,2016,21
MESB,2016-07-30,7,2016,20
MESB,2016-07-31,7,2016,22
MESB,2016-08-01,8,2016,21
MESB,2016-08-02,8,2016,21
MESB,2016-08-03,8,2016,21
MESB,2016-08-04,8,2016,20
MESB,2016-08-05,8,2016,20
MESB,2016-08-06,8,2016,20
MESB,2016-08-07,8,2016,22
MESB,2016-08-08,8,2016,22
MESB,2016-08-09,8,2016,20
MESB,2016-08-10,8,2016,20
MESB,2016-08-11,8,2016,20
MESB,2016-08-12,8,2016,23
MESB,2016-08-13,8,2016,21
MESB,2016-08-14,8,2016,20
MESB,2016-08-15,8,2016,20
MESB,2016-08-16,8,2016,20
MESB,2016-08-17,8,2016,20
MESB,2016-08-18,8,2016,21
MESB,2016-08-19,8,2016,21
MESB,2016-08-20,8,2016,22
MESB,2016-08-21,8,2016,21
MESB,2016-08-22,8,2016,21
MESB,2016-08-23,8,2016,21
MESB,2016-08-24,8,2016,21
MESB,2016-08-25,8,2016,22
MESB,2016-08-26,8,2016,23
MESB,2016-08-27,8,2016,22
MESB,2016-08-28,8,2016,21
MESB,2016-08-29,8,2016,21
MESB,2016-08-30,8,2016,21
MESB,2016-08-31,8,2016,22
MESB,2016-09-01,9,2016,22
MESB,2016-09-02,9,2016,21
MESB,2016-09-03,9,2016,21
MESB,2016-09-04,9,2016,22
MESB,2016-09-05,9,2016,22
MESB,2016-09-06,9,2016,21
MESB,2016-09-07,9,2016,20
MESB,2016-09-08,9,2016,20
MESB,2016-09-09,9,2016,27
MESB,2016-09-10,9,2016,33
MESB,2016-09-11,9,2016,26
MESB,2016-09-12,9,2016,26
MESB,2016-09-13,9,2016,27
MESB,2016-09-14,9,2016,126
MESB,2016-09-15,9,2016,213
MESB,2016-09-16,9,2016,211
MESB,2016-09-17,9,2016,213
MESB,2016-09-18,9,2016,214
MESB,2016-09-19,9,2016,213
MESB,2016-09-20,9,2016,212
MESB,2016-09-21,9,2016,212
MESB,2016-09-22,9,2016,213
MESB,2016-09-23,9,2016,215
MESB,2016-09-24,9,2016,219
MESB,2016-09-25,9,2016,116
MESB,2016-09-26,9,2016,419
MESB,2016-09-27,9,2016,995
MESB,2016-09-28,9,2016,1010
MESB,2016-09-29,9,2016,1010
MESB,2016-09-30,9,2016,1000
MESB,2016-10-01,10,2016,997
MESB,2016-10-02,10,2016,993
MESB,2016-10-03,10,2016,990
MESB,2016-10-04,10,2016,989
MESB,2016-10-05,10,2016,703
MESB,2016-10-06,10,2016,375
MESB,2016-10-07,10,2016,241
MESB,2016-10-08,10,2016,240
MESB,2016-10-09,10,2016,240
MESB,2016-10-10,10,2016,240
MESB,2016-10-11,10,2016,123
MESB,2016-10-12,10,2016,24
MESB,2016-10-13,10,2016,25
MESB,2016-10-14,10,2016,25
